id,food_name,calories,protein_g,fat_g,carbs_g,disease_tags
1268,Chicken Breast Variant 15,484,30.45,22.78,23.66,"Diabetes-Friendly, Liver-Friendly, Low-Salt"
1269,Apple Variant 43,560,35.65,1.51,48.68,Diabetes-Friendly
1270,Bread Variant 47,590,17.59,15.13,31.97,"Diabetes-Friendly, Weight-Loss"
1271,Potato Variant 41,190,37.09,26.12,50.71,Low-Salt
1272,Spinach Variant 16,293,19.99,24.41,57.11,"Heart-Healthy, Kidney-Friendly, Diabetes-Friendly"
1273,Carrot Variant 45,502,0.58,18.95,57.7,"Balanced, Liver-Friendly, Low-Carb"
1274,Bread Variant 47,569,14.33,21.11,51.06,Balanced
1275,Carrot Variant 28,227,23.98,9.09,26.2,Balanced
1276,Milk Variant 34,262,22.31,8.9,9.43,Diabetes-Friendly
1277,Potato Variant 47,71,39.64,17.44,48.34,Kidney-Friendly
1278,Oats Variant 9,331,28.5,8.09,10.09,"Heart-Healthy, Balanced"
1279,Banana Variant 6,77,3.98,11.31,35.88,Kidney-Friendly
1280,Beef Variant 5,114,27.95,26.4,76.76,Kidney-Friendly
1281,Chicken Breast Variant 22,81,5.49,1.35,16.7,Low-Salt
1282,Orange Variant 9,433,9.35,1.96,5.85,Liver-Friendly
1283,Broccoli Variant 49,268,24.91,1.59,71.57,"Low-Salt, Diabetes-Friendly"
1284,Orange Variant 30,588,20.37,1.25,41.33,"High-Protein, Liver-Friendly"
1285,Banana Variant 10,82,8.16,0.9,70.31,"Kidney-Friendly, Heart-Healthy"
1286,Potato Variant 36,497,20.08,3.73,9.93,"Kidney-Friendly, Low-Carb"
1287,Yogurt Variant 14,544,38.24,28.92,33.07,"Weight-Loss, Low-Salt"
1288,Potato Variant 4,285,14.27,22.28,10.14,Heart-Healthy
1289,Spinach Variant 12,52,18.23,12.61,25.81,"Balanced, Kidney-Friendly, Weight-Loss"
1290,Banana Variant 11,243,17.42,3.89,26.33,"Weight-Loss, Low-Salt"
1291,Oats Variant 21,360,35.33,0.86,69.36,"Low-Carb, Balanced, High-Protein"
1292,Carrot Variant 33,325,5.43,8.28,58.84,Balanced
1293,Salmon Variant 25,574,21.9,9.13,2.69,"Heart-Healthy, Liver-Friendly, Low-Carb"
1294,Apple Variant 50,111,20.73,15.45,18.38,"Liver-Friendly, Diabetes-Friendly"
1295,Tofu Variant 39,402,7.18,3.92,66.59,"High-Protein, Diabetes-Friendly, Low-Salt"
1296,Bread Variant 19,135,2.06,27.44,26.41,Low-Salt
1297,Oats Variant 39,576,20.94,29.48,52.04,"Balanced, High-Protein, Weight-Loss"
1298,Carrot Variant 18,565,14.76,25.33,64.42,"Low-Salt, Heart-Healthy, Balanced"
1299,Banana Variant 33,202,33.77,9.38,23.44,"Weight-Loss, High-Protein, Low-Salt"
1300,Banana Variant 11,463,12.77,2.02,46.21,"Liver-Friendly, Heart-Healthy"
1301,Spinach Variant 48,107,19.7,0.38,22.01,"Low-Carb, Heart-Healthy, Weight-Loss"
1302,Beef Variant 10,567,16.21,14.26,13.12,High-Protein
1303,Rice Variant 17,402,16.88,18.5,5.16,Low-Salt
1304,Banana Variant 19,334,21.79,6.23,53.84,Liver-Friendly
1305,Beef Variant 27,421,27.56,26.63,24.27,"Low-Salt, Diabetes-Friendly"
1306,Pasta Variant 34,127,14.86,1.7,18.26,"Balanced, Heart-Healthy, Weight-Loss"
1307,Beef Variant 13,201,20.41,11.27,19.26,Heart-Healthy
1308,Pasta Variant 12,496,37.96,9.98,12.81,Diabetes-Friendly
1309,Broccoli Variant 44,225,16.47,6.82,42.78,"Low-Salt, Low-Carb"
1310,Potato Variant 31,436,19.41,17.81,4.37,"Low-Carb, Heart-Healthy"
1311,Chicken Breast Variant 12,272,21.99,22.11,71.1,Kidney-Friendly
1312,Pasta Variant 37,538,14.72,9.93,39.15,"Weight-Loss, Balanced"
1313,Milk Variant 10,484,6.69,1.66,67.86,Kidney-Friendly
1314,Spinach Variant 41,246,7.79,10.93,69.91,"Liver-Friendly, Balanced"
1315,Oats Variant 48,101,7.71,6.99,57.79,"Diabetes-Friendly, High-Protein, Balanced"
1316,Potato Variant 19,254,3.78,6.31,68.57,"Low-Carb, Kidney-Friendly, Diabetes-Friendly"
1317,Cheese Variant 5,175,9.35,8.26,31.37,"Liver-Friendly, Balanced, Diabetes-Friendly"
1318,Cheese Variant 8,488,25.24,19.03,79.82,"High-Protein, Heart-Healthy, Diabetes-Friendly"
1319,Pasta Variant 14,107,17.41,13.38,67.43,"Diabetes-Friendly, Liver-Friendly"
1320,Rice Variant 38,305,15.55,2.01,72.51,"High-Protein, Low-Carb"
1321,Chicken Breast Variant 15,535,39.74,7.17,11.27,Balanced
1322,Carrot Variant 7,520,25.34,21.11,23.93,"Heart-Healthy, Weight-Loss"
1323,Orange Variant 39,173,0.51,26.43,11.37,"Low-Carb, Diabetes-Friendly, Balanced"
1324,Chicken Breast Variant 28,313,39.57,27.89,18.59,Low-Carb
1325,Oats Variant 28,404,22.4,13.78,29.11,"High-Protein, Balanced, Diabetes-Friendly"
1326,Salmon Variant 18,231,3.09,1.85,52.88,"Low-Salt, Diabetes-Friendly, Kidney-Friendly"
1327,Carrot Variant 17,535,34.37,26.57,68.09,"High-Protein, Low-Carb, Balanced"
1328,Banana Variant 21,556,11.67,8.79,73.26,Low-Carb
1329,Almonds Variant 13,41,31.93,14.09,5.41,Balanced
1330,Pasta Variant 35,397,31.42,2.07,31.46,"Liver-Friendly, Balanced, Kidney-Friendly"
1331,Almonds Variant 32,55,11.93,27.61,30.96,"Diabetes-Friendly, Heart-Healthy, Low-Salt"
1332,Yogurt Variant 47,268,31.5,20.43,23.26,"Balanced, Low-Salt"
1333,Broccoli Variant 9,154,29.08,4.23,10.26,High-Protein
1334,Apple Variant 40,104,23.95,6.06,48.07,"Weight-Loss, Balanced"
1335,Bread Variant 4,363,13.75,14.11,76.91,"Balanced, Heart-Healthy"
1336,Apple Variant 27,473,28.16,22.37,21.44,"Weight-Loss, Balanced"
1337,Almonds Variant 47,546,36.57,20.44,79.95,"Diabetes-Friendly, Low-Salt, Balanced"
1338,Carrot Variant 11,585,3.44,24.39,45.75,Low-Carb
1339,Rice Variant 22,130,17.53,19.84,40.59,Low-Carb
1340,Cheese Variant 34,565,35.06,1.65,35.03,"Liver-Friendly, Heart-Healthy"
1341,Yogurt Variant 48,361,39.89,2.47,4.5,Balanced
1342,Yogurt Variant 38,410,8.78,19.02,42.27,"Heart-Healthy, Liver-Friendly"
1343,Rice Variant 19,522,33.37,28.43,78.79,"Low-Salt, Diabetes-Friendly"
1344,Yogurt Variant 5,138,15.97,11.88,78.64,Low-Carb
1345,Chicken Breast Variant 21,137,15.05,5.59,39.9,"Kidney-Friendly, Heart-Healthy"
1346,Cheese Variant 5,269,39.61,7.18,50.93,"Kidney-Friendly, Low-Carb, Weight-Loss"
1347,Pasta Variant 14,229,15.8,25.74,43.57,Low-Salt
1348,Almonds Variant 34,448,7.91,12.48,74.32,"Diabetes-Friendly, Low-Salt"
1349,Broccoli Variant 38,109,12.57,19.24,64.03,Kidney-Friendly
1350,Orange Variant 16,523,23.15,2.12,44.84,"Balanced, Diabetes-Friendly"
1351,Tofu Variant 45,207,4.64,12.34,44.9,"Low-Carb, Liver-Friendly"
1352,Almonds Variant 15,65,23.28,0.11,51.08,"Low-Carb, Kidney-Friendly"
1353,Pasta Variant 49,549,5.45,27.64,78.38,"Low-Carb, Liver-Friendly, Low-Salt"
1354,Orange Variant 35,372,5.62,10.55,36.27,Low-Carb
1355,Orange Variant 29,514,8.21,13.64,76.78,Kidney-Friendly
1356,Carrot Variant 7,426,9.93,16.74,55.54,Heart-Healthy
1357,Apple Variant 27,117,34.33,24.95,71.42,"Balanced, Heart-Healthy, Low-Carb"
1358,Chicken Breast Variant 19,450,24.12,2.47,43.33,Low-Salt
1359,Spinach Variant 17,599,30.63,10.56,53.43,Weight-Loss
1360,Potato Variant 12,473,2.31,28.61,12.25,Kidney-Friendly
1361,Bread Variant 9,390,29.95,20.83,55.66,Low-Salt
1362,Banana Variant 15,317,27.7,8.53,78.5,"Diabetes-Friendly, Balanced, Low-Carb"
1363,Rice Variant 14,582,16.25,1.41,50.07,Liver-Friendly
1364,Carrot Variant 41,382,11.67,29.42,9.3,"Liver-Friendly, Diabetes-Friendly, Balanced"
1365,Spinach Variant 9,491,22.61,17.69,2.55,Liver-Friendly
1366,Salmon Variant 25,83,33.75,9.26,40.01,Balanced
1367,Bread Variant 8,210,24.51,24.29,23.91,Balanced
1368,Bread Variant 33,121,13.32,8.65,13.62,"Liver-Friendly, High-Protein, Heart-Healthy"
1369,Potato Variant 40,122,11.18,5.06,77.94,"High-Protein, Diabetes-Friendly"
1370,Carrot Variant 23,148,27.54,12.52,13.46,"Liver-Friendly, High-Protein"
1371,Chicken Breast Variant 40,301,7.06,23.6,11.85,"Heart-Healthy, Diabetes-Friendly, Kidney-Friendly"
1372,Pasta Variant 17,577,4.63,23.77,78.44,"Low-Carb, Diabetes-Friendly"
1373,Potato Variant 9,475,31.34,13.84,74.79,"Weight-Loss, Heart-Healthy, Liver-Friendly"
1374,Milk Variant 33,161,13.79,4.48,31.65,"Low-Salt, Weight-Loss"
1375,Yogurt Variant 40,534,21.63,4.29,37.34,Kidney-Friendly
1376,Chicken Breast Variant 25,308,34.45,19.55,76.32,"High-Protein, Low-Carb, Low-Salt"
1377,Tofu Variant 38,213,20.99,25.87,47.94,"Balanced, Weight-Loss, Low-Carb"
1378,Apple Variant 18,90,39.94,12.17,1.45,"Diabetes-Friendly, Balanced, Heart-Healthy"
1379,Milk Variant 24,408,13.32,26.9,58.63,"Heart-Healthy, Diabetes-Friendly"
1380,Apple Variant 17,236,29.44,2.63,48.52,"Liver-Friendly, Weight-Loss"
1381,Tofu Variant 3,235,4.97,12.39,76.23,"Liver-Friendly, Low-Salt"
1382,Almonds Variant 32,92,4.25,4.02,25.91,Low-Carb
1383,Milk Variant 22,77,14.47,12.03,19.27,Low-Carb
1384,Salmon Variant 38,365,3.05,15.54,49.59,Low-Carb
1385,Bread Variant 9,581,5.7,13.08,39.94,"Heart-Healthy, Diabetes-Friendly"
1386,Apple Variant 40,80,38.35,25.42,38.59,"Low-Carb, Low-Salt"
1387,Cheese Variant 24,231,13.38,13.9,64.58,"Weight-Loss, Balanced, High-Protein"
1388,Cheese Variant 24,328,15.05,1.03,62.74,"Low-Salt, Low-Carb"
1389,Carrot Variant 49,361,33.35,10.51,34.52,"Liver-Friendly, Heart-Healthy, Low-Salt"
1390,Cheese Variant 29,49,33.74,14.29,30.35,Liver-Friendly
1391,Chicken Breast Variant 18,581,11.69,4.68,76.72,"Liver-Friendly, Low-Carb, Weight-Loss"
1392,Apple Variant 50,572,10.52,29.66,46.37,"High-Protein, Kidney-Friendly, Diabetes-Friendly"
1393,Orange Variant 31,98,32.23,17.38,2.83,"High-Protein, Balanced"
1394,Orange Variant 24,562,5.99,24.48,26.12,"Diabetes-Friendly, Heart-Healthy, Kidney-Friendly"
1395,Carrot Variant 16,474,14.17,16.29,3.29,Heart-Healthy
1396,Yogurt Variant 14,567,35.07,18.61,4.9,Weight-Loss
1397,Orange Variant 22,513,24.77,27.52,28.11,"Kidney-Friendly, Liver-Friendly"
1398,Tofu Variant 27,108,32.85,1.56,78.65,"Low-Carb, High-Protein, Low-Salt"
1399,Bread Variant 29,141,7.35,16.98,5.23,"Liver-Friendly, Balanced"
1400,Orange Variant 21,136,14.74,6.77,57.64,"Diabetes-Friendly, Low-Salt, Kidney-Friendly"
1401,Rice Variant 34,530,34.92,12.36,79.78,"Weight-Loss, Diabetes-Friendly"
1402,Salmon Variant 30,458,14.79,11.92,75.46,"Kidney-Friendly, Balanced"
1403,Tofu Variant 23,161,13.89,11.89,3.51,Diabetes-Friendly
1404,Broccoli Variant 33,419,25.42,3.23,74.84,"Low-Carb, High-Protein"
1405,Tofu Variant 17,586,38.07,12.37,48.31,Balanced
1406,Cheese Variant 9,554,16.83,23.05,55.29,"Low-Salt, Heart-Healthy, Balanced"
1407,Potato Variant 5,64,34.61,25.13,37.76,"Balanced, Low-Salt"
1408,Potato Variant 39,522,30.84,14.72,25.3,"Kidney-Friendly, Heart-Healthy"
1409,Apple Variant 11,280,13.66,26.36,58.87,"Low-Carb, Balanced, Weight-Loss"
1410,Banana Variant 12,473,31,4.92,20.88,"Liver-Friendly, Weight-Loss, Diabetes-Friendly"
1411,Broccoli Variant 37,535,8.85,29.96,25.47,Liver-Friendly
1412,Banana Variant 13,478,22.41,9.2,37.81,High-Protein
1413,Tofu Variant 24,370,32.64,6.04,28.8,Low-Salt
1414,Banana Variant 46,392,13.86,19.8,35.62,"Kidney-Friendly, Liver-Friendly, Low-Carb"
1415,Spinach Variant 10,574,25.23,29.22,19.33,"Kidney-Friendly, High-Protein, Low-Salt"
1416,Cheese Variant 13,353,12.88,14.51,76.01,High-Protein
1417,Broccoli Variant 8,262,16.35,10.5,71.3,"Diabetes-Friendly, Low-Carb, Kidney-Friendly"
1418,Yogurt Variant 21,498,5.09,9.82,7.64,Balanced
1419,Rice Variant 45,143,24.89,24.88,74.74,Low-Salt
1420,Apple Variant 17,45,29.2,15.55,18.02,"Diabetes-Friendly, Heart-Healthy"
1421,Chicken Breast Variant 4,122,16.14,18.83,38.67,"High-Protein, Kidney-Friendly"
1422,Pasta Variant 42,550,8.6,12.99,15.05,"Balanced, Heart-Healthy, Liver-Friendly"
1423,Egg Variant 29,98,7.81,22.51,79.59,"High-Protein, Low-Salt"
1424,Apple Variant 34,243,31.44,18.13,58.52,"High-Protein, Balanced"
1425,Spinach Variant 23,570,6.19,18.27,42.1,"Low-Carb, Weight-Loss"
1426,Banana Variant 48,121,33.65,26.72,29.56,"High-Protein, Low-Carb"
1427,Milk Variant 50,540,31.26,0.3,53.91,"Diabetes-Friendly, Balanced"
1428,Bread Variant 6,52,10.04,21.41,59.83,"High-Protein, Low-Carb, Low-Salt"
1429,Rice Variant 18,579,18.18,5.37,10.77,Liver-Friendly
1430,Orange Variant 24,518,9.35,10.38,11.09,"Heart-Healthy, Low-Carb, Weight-Loss"
1431,Apple Variant 41,377,24.98,18.8,67.65,"High-Protein, Liver-Friendly, Heart-Healthy"
1432,Milk Variant 15,196,25.23,25.93,56.27,"Diabetes-Friendly, High-Protein, Heart-Healthy"
1433,Spinach Variant 3,577,30.96,25.45,34.02,"Low-Carb, Diabetes-Friendly"
1434,Cheese Variant 5,470,11.02,10.7,48.53,"Liver-Friendly, High-Protein"
1435,Bread Variant 11,239,30.95,2.41,31.02,Weight-Loss
1436,Potato Variant 3,157,26.25,19.54,25.19,Heart-Healthy
1437,Apple Variant 26,314,32.22,16.72,17.09,"Low-Carb, Low-Salt"
1438,Pasta Variant 43,336,25.91,15.72,53.1,Diabetes-Friendly
1439,Salmon Variant 44,65,21.25,4.21,39.78,"Diabetes-Friendly, Low-Salt, Weight-Loss"
1440,Potato Variant 14,145,28.97,7.79,17.15,Low-Carb
1441,Spinach Variant 42,431,12.83,23.06,54.27,"Diabetes-Friendly, High-Protein, Weight-Loss"
1442,Bread Variant 32,438,37.28,1.69,19.75,"Diabetes-Friendly, Low-Carb, High-Protein"
1443,Spinach Variant 16,60,20.94,7.9,63.54,"Kidney-Friendly, High-Protein"
1444,Potato Variant 18,285,37.05,12.84,46.84,"Balanced, Liver-Friendly"
1445,Carrot Variant 13,87,4.11,26.19,59.04,"Diabetes-Friendly, Heart-Healthy"
1446,Orange Variant 39,441,7.62,29.04,72.25,"Diabetes-Friendly, Weight-Loss, Heart-Healthy"
1447,Rice Variant 39,565,32.72,2.91,39.18,"Heart-Healthy, High-Protein, Kidney-Friendly"
1448,Carrot Variant 28,231,38.85,28.39,20.19,"Heart-Healthy, Weight-Loss, Liver-Friendly"
1449,Carrot Variant 41,571,12.47,27.65,13.61,"Balanced, Liver-Friendly, Diabetes-Friendly"
1450,Apple Variant 45,257,35.9,24.48,23.97,Heart-Healthy
1451,Spinach Variant 7,247,28.26,4.3,67.79,"Low-Salt, Liver-Friendly"
1452,Salmon Variant 7,594,32.11,28.58,32.62,"High-Protein, Kidney-Friendly"
1453,Spinach Variant 23,103,36.12,22.04,47.17,"Liver-Friendly, Weight-Loss, Diabetes-Friendly"
1454,Pasta Variant 17,300,13.98,9.41,59.23,"Low-Carb, High-Protein"
1455,Tofu Variant 38,241,28.1,24.7,32.94,"Heart-Healthy, Low-Carb"
1456,Beef Variant 35,321,28.79,20.48,43.58,Heart-Healthy
1457,Carrot Variant 5,401,26.91,16.85,74.64,Liver-Friendly
1458,Milk Variant 2,91,38.17,26.47,36.68,"Liver-Friendly, Balanced"
1459,Cheese Variant 12,215,16.63,26.6,75.79,"Low-Salt, High-Protein"
1460,Potato Variant 34,581,17.63,7.37,39.39,Kidney-Friendly
1461,Beef Variant 17,261,7.86,20.75,59.1,"High-Protein, Balanced, Heart-Healthy"
1462,Banana Variant 41,178,15.88,7.36,29.91,"Liver-Friendly, High-Protein, Balanced"
1463,Pasta Variant 38,112,3.88,12.98,6.46,"Diabetes-Friendly, Weight-Loss, Liver-Friendly"
1464,Pasta Variant 17,569,31.88,20.63,47.99,Weight-Loss
1465,Rice Variant 29,278,23.42,2.2,75.07,Weight-Loss
1466,Pasta Variant 8,541,9.11,15.63,32.01,Low-Carb
1467,Beef Variant 9,512,10.76,12.16,16.53,Heart-Healthy
1468,Broccoli Variant 37,383,27.26,1.76,10.16,"Kidney-Friendly, Low-Carb, High-Protein"
1469,Broccoli Variant 2,526,24.61,9.6,6.35,"Weight-Loss, High-Protein"
1470,Bread Variant 20,448,31.86,23.59,3.18,"Diabetes-Friendly, Heart-Healthy"
1471,Banana Variant 46,312,8.8,15.3,49.8,"Low-Carb, Heart-Healthy, High-Protein"
1472,Spinach Variant 22,354,20.2,22.61,74.38,High-Protein
1473,Yogurt Variant 17,168,1.95,25.93,9.92,"Diabetes-Friendly, Kidney-Friendly, Low-Carb"
1474,Apple Variant 30,92,25.68,14.46,28.26,"Kidney-Friendly, Heart-Healthy, Diabetes-Friendly"
1475,Cheese Variant 29,360,8.62,15.22,22.29,"Balanced, Kidney-Friendly, Heart-Healthy"
1476,Carrot Variant 36,523,19.96,1.43,34.41,"Liver-Friendly, Low-Salt, Heart-Healthy"
1477,Banana Variant 3,158,4.85,23.58,32.59,"Balanced, Liver-Friendly"
1478,Banana Variant 13,392,9.76,27.4,53.56,"Kidney-Friendly, High-Protein, Low-Salt"
1479,Broccoli Variant 1,191,7.44,25.59,78.83,"Heart-Healthy, Balanced, Kidney-Friendly"
1480,Almonds Variant 43,401,20.34,12.64,72.95,"Low-Salt, Weight-Loss"
1481,Carrot Variant 24,359,26.69,19.97,33.25,"Liver-Friendly, Heart-Healthy, Balanced"
1482,Carrot Variant 41,127,14.47,26.25,29.83,"Liver-Friendly, Low-Salt"
1483,Banana Variant 12,300,5.44,11.92,39.2,"Weight-Loss, Heart-Healthy"
1484,Banana Variant 38,82,24.4,24.89,66.43,"Weight-Loss, Low-Salt"
1485,Oats Variant 17,444,38.56,8.24,9.42,"Liver-Friendly, Balanced, Low-Salt"
1486,Yogurt Variant 39,365,4.95,27.77,43.59,High-Protein
1487,Bread Variant 44,322,10.21,11.29,58.64,Low-Carb
1488,Potato Variant 45,51,27.77,28.54,23.8,Diabetes-Friendly
1489,Pasta Variant 41,534,12.59,28.71,54.47,"Kidney-Friendly, Heart-Healthy"
1490,Orange Variant 41,537,10.98,17.71,33.24,Diabetes-Friendly
1491,Pasta Variant 12,271,26.86,19.62,45.68,"Low-Carb, Weight-Loss"
1492,Rice Variant 49,146,31.94,13.66,15.21,Low-Carb
1493,Spinach Variant 33,579,6.79,3.78,14.34,"Liver-Friendly, Low-Carb, Heart-Healthy"
1494,Apple Variant 39,233,39.18,28.01,8.94,"High-Protein, Heart-Healthy"
1495,Banana Variant 45,416,31.75,16.08,14.69,"High-Protein, Liver-Friendly, Balanced"
1496,Potato Variant 47,210,30.42,0.35,58.84,Liver-Friendly
1497,Yogurt Variant 34,502,5.1,29.48,22.38,"Low-Carb, Low-Salt, High-Protein"
1498,Almonds Variant 25,94,3.93,8.76,2.78,"Balanced, Weight-Loss, Low-Salt"
1499,Carrot Variant 16,487,31.93,5.35,38.31,Weight-Loss
1500,Almonds Variant 38,560,10.87,5.09,49.08,"Kidney-Friendly, High-Protein"
1501,Chicken Breast Variant 33,441,34.53,29.8,23.01,"Heart-Healthy, Low-Salt"
1502,Milk Variant 36,78,25.8,2.16,18.94,"Heart-Healthy, Weight-Loss, Diabetes-Friendly"
1503,Cheese Variant 31,400,17.31,8.33,34.3,"Low-Salt, High-Protein"
1504,Milk Variant 34,144,5.69,4.35,34.37,Liver-Friendly
1505,Almonds Variant 43,74,39.13,21.57,21.21,"High-Protein, Low-Salt, Balanced"
1506,Banana Variant 20,426,12.47,24.23,74.05,Balanced
1507,Apple Variant 4,244,17.28,11.11,23.91,High-Protein
1508,Cheese Variant 3,405,11.81,8.44,29.51,Liver-Friendly
1509,Rice Variant 37,205,33.76,26.72,8.02,"Liver-Friendly, High-Protein"
1510,Bread Variant 8,53,17.48,12.18,79.92,"Kidney-Friendly, High-Protein"
1511,Yogurt Variant 3,135,27.36,20.02,29.69,"Kidney-Friendly, Balanced"
1512,Egg Variant 10,239,1.62,15.08,30.34,"High-Protein, Low-Carb, Balanced"
1513,Salmon Variant 21,249,22.67,24.39,15.54,Diabetes-Friendly
1514,Chicken Breast Variant 26,383,7.65,9.1,41.54,Diabetes-Friendly
1515,Carrot Variant 48,197,34.2,20.18,7.04,"Diabetes-Friendly, Heart-Healthy"
1516,Almonds Variant 23,578,28.9,13.08,57.94,"Diabetes-Friendly, Low-Salt, Heart-Healthy"
1517,Orange Variant 48,260,17.01,25.86,71.32,Low-Salt
1518,Apple Variant 17,87,9.32,6.71,65.39,"Low-Salt, Diabetes-Friendly"
1519,Broccoli Variant 7,213,26.34,10.68,58.53,"High-Protein, Diabetes-Friendly"
1520,Yogurt Variant 40,273,33.24,11.44,62.58,"Weight-Loss, Liver-Friendly, Heart-Healthy"
1521,Pasta Variant 26,202,2.99,10.8,16.28,Kidney-Friendly
1522,Cheese Variant 32,107,31.15,3.07,30.4,"Balanced, Kidney-Friendly, Heart-Healthy"
1523,Orange Variant 34,584,2.49,1.5,54.72,"Liver-Friendly, Balanced, High-Protein"
1524,Almonds Variant 12,144,29.47,12.46,27.45,Low-Salt
1525,Bread Variant 28,293,26.88,16.63,11.18,"Kidney-Friendly, Low-Carb, Heart-Healthy"
1526,Yogurt Variant 9,440,13.61,22.49,21.51,"Liver-Friendly, Kidney-Friendly, High-Protein"
1527,Yogurt Variant 34,201,27.99,11.97,5.31,Diabetes-Friendly
1528,Spinach Variant 1,423,5.55,14.07,44.92,"Liver-Friendly, Low-Salt"
1529,Carrot Variant 48,582,23.4,18.8,23.44,Kidney-Friendly
1530,Pasta Variant 1,239,24.21,0.62,38.42,Low-Carb
1531,Cheese Variant 32,581,31.7,10.08,38.33,Low-Salt
1532,Salmon Variant 2,578,31.35,3.55,52.48,"Kidney-Friendly, Diabetes-Friendly"
1533,Broccoli Variant 15,436,22.84,14.05,61.42,"Low-Carb, Heart-Healthy"
1534,Yogurt Variant 33,540,37.54,0.11,26.44,Heart-Healthy
1535,Chicken Breast Variant 17,166,22.52,22.9,51.75,Balanced
1536,Chicken Breast Variant 48,592,21.09,26.88,2.12,"Heart-Healthy, High-Protein, Liver-Friendly"
1537,Rice Variant 34,89,27.66,5.31,11.15,Diabetes-Friendly
1538,Salmon Variant 43,522,30.05,22.3,54.31,"Low-Carb, Liver-Friendly"
1539,Chicken Breast Variant 5,462,34.52,6.37,13.96,"High-Protein, Kidney-Friendly"
1540,Rice Variant 46,558,28.12,25.6,5.49,"Kidney-Friendly, Weight-Loss"
1541,Egg Variant 10,555,3,11.06,2.88,"Heart-Healthy, Liver-Friendly"
1542,Salmon Variant 10,191,7.82,28.92,25.45,Liver-Friendly
1543,Potato Variant 1,375,27.47,4.24,7.61,"Diabetes-Friendly, Balanced, Weight-Loss"
1544,Almonds Variant 36,231,39.87,6.22,30.71,"Kidney-Friendly, Low-Carb"
1545,Bread Variant 28,84,31.93,4.79,38.49,"Heart-Healthy, High-Protein, Diabetes-Friendly"
1546,Pasta Variant 21,461,20.25,27.59,5.31,"Kidney-Friendly, Diabetes-Friendly, High-Protein"
1547,Egg Variant 13,130,3.26,22.58,1.37,"Low-Salt, Diabetes-Friendly"
1548,Spinach Variant 30,119,22.03,20.11,18.94,"Weight-Loss, Low-Salt, High-Protein"
1549,Yogurt Variant 50,467,29.59,6.01,35.95,"Low-Salt, Heart-Healthy, Kidney-Friendly"
1550,Beef Variant 31,438,27.38,11.36,39.58,High-Protein
1551,Chicken Breast Variant 22,340,3.14,18.12,2.02,"Low-Salt, High-Protein"
1552,Almonds Variant 44,380,15.12,5.4,66.51,Balanced
1553,Yogurt Variant 5,376,31.48,16.13,5.21,"High-Protein, Low-Carb"
1554,Spinach Variant 50,459,37.38,12.96,2.54,"Liver-Friendly, Low-Salt"
1555,Bread Variant 47,276,6.13,19.59,60.01,"Kidney-Friendly, Weight-Loss, Liver-Friendly"
1556,Tofu Variant 35,54,21.67,21.99,71.75,Weight-Loss
1557,Cheese Variant 45,593,30.44,26.06,7.57,"Weight-Loss, Diabetes-Friendly, Heart-Healthy"
1558,Egg Variant 1,546,34.65,23.46,41.72,Weight-Loss
1559,Almonds Variant 40,241,7.78,3.12,40.68,"Liver-Friendly, Low-Salt, High-Protein"
1560,Orange Variant 41,336,25.72,10.94,46.66,Low-Salt
1561,Tofu Variant 42,427,28.44,3.2,56.06,"Low-Salt, Low-Carb"
1562,Carrot Variant 27,264,31.9,11.56,10.18,Diabetes-Friendly
1563,Almonds Variant 46,283,18.65,3.12,30.5,"Weight-Loss, Balanced"
1564,Broccoli Variant 35,363,5.11,22.75,3.59,"Diabetes-Friendly, Heart-Healthy"
1565,Rice Variant 50,499,25.78,14.06,49.91,"Weight-Loss, High-Protein, Heart-Healthy"
1566,Broccoli Variant 6,583,33.93,5.25,26.23,"High-Protein, Heart-Healthy, Diabetes-Friendly"
1567,Beef Variant 48,566,9.36,18.78,37.11,"Liver-Friendly, Heart-Healthy"
1568,Apple Variant 37,346,27.2,13.92,14.86,"Liver-Friendly, Balanced, Diabetes-Friendly"
1569,Almonds Variant 30,109,2.45,23.44,48.77,"Diabetes-Friendly, Heart-Healthy"
1570,Carrot Variant 41,116,34.49,0.14,6.76,Diabetes-Friendly
1571,Banana Variant 16,446,2.73,5.4,14.7,"Kidney-Friendly, High-Protein, Heart-Healthy"
1572,Chicken Breast Variant 47,535,36.37,22.24,36.56,"Liver-Friendly, Low-Carb, Balanced"
1573,Chicken Breast Variant 48,354,28,12.73,74,"Kidney-Friendly, Heart-Healthy"
1574,Milk Variant 32,590,10.75,26.52,40.44,High-Protein
1575,Broccoli Variant 25,512,23.98,21.55,12.81,"Liver-Friendly, Kidney-Friendly, Low-Salt"
1576,Salmon Variant 46,233,32.21,14.17,23.14,"Kidney-Friendly, Diabetes-Friendly"
1577,Potato Variant 43,139,35.18,10.63,11.71,"Low-Salt, Low-Carb, Balanced"
1578,Apple Variant 6,594,34.01,16.81,43.5,"Weight-Loss, High-Protein"
1579,Cheese Variant 46,357,11.33,17.57,45.59,"Balanced, Low-Carb, Liver-Friendly"
